"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"AQ","Aquantia Corp.","12.65","424240507.35","n/a","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/aq",
"WAAS","AquaVenture Holdings Limited","16.68","442407860.04","n/a","2016","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/waas",
"ARMK","Aramark","41.01","10097176921.56","n/a","2013","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/armk",
"ABR","Arbor Realty Trust","11.43","783666346.05","n/a","2004","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/abr",
"ABR^A","Arbor Realty Trust","26.05","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abr^a",
"ABR^B","Arbor Realty Trust","25.64","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abr^b",
"ABR^C","Arbor Realty Trust","26.3808","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/abr^c",
"ARC","ARC Document Solutions, Inc.","3.23","146197280.68","n/a","2004","Consumer Services","Professional Services","https://www.nasdaq.com/symbol/arc",
"MT","ArcelorMittal","32.07","32484241359.09","n/a","n/a","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mt",
"ARCH","Arch Coal, Inc.","88.61","1826686820.66","n/a","2016","Energy","Coal Mining","https://www.nasdaq.com/symbol/arch",
"ADM","Archer-Daniels-Midland Company","50.25","28099005296.25","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/adm",
"AROC","Archrock, Inc.","13.2","1709493007.2","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/aroc",
"ARNC","Arconic Inc.","20.95","10115332725.45","n/a","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/arnc",
"ARCO","Arcos Dorados Holdings Inc.","6.95","1466953930.6","n/a","2011","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/arco",
"RCUS","Arcus Biosciences, Inc.","11.24","499666051","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rcus",
"ARD","Ardagh Group S.A.","16.01","3783163000","n/a","2017","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/ard",
"ASC","Ardmore Shipping Corporation","6.45","209272926.75","n/a","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/asc",
"AFC","Ares Capital Corporation","25.6","204800000","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/afc",
"ACRE","Ares Commercial Real Estate Corporation","13.97","400919442","n/a","2012","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/acre",
"ARDC","Ares Dynamic Credit Allocation Fund, Inc.","15.9","365102811.9","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/ardc",
"ARES","Ares Management L.P.","21.05","4585731764.5","n/a","2014","Finance","Investment Managers","https://www.nasdaq.com/symbol/ares",
"ARES^A","Ares Management L.P.","26.81","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ares^a",
"AGX","Argan, Inc.","39.35","612629092.65","n/a","n/a","Basic Industries","Engineering & Construction","https://www.nasdaq.com/symbol/agx",
"ARGD","Argo Group International Holdings, Ltd.","25.38","0","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/argd",
"ARGO","Argo Group International Holdings, Ltd.","60.8","2060491388.8","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/argo",
"ANET","Arista Networks, Inc.","268.81","19997043097.14","n/a","2014","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/anet",
"AI","Arlington Asset Investment Corp","10.21","289126780","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/ai",
"AI^B","Arlington Asset Investment Corp","24.54","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ai^b",
"AIC","Arlington Asset Investment Corp","24.24","0","n/a","2015","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/aic",
"AIW","Arlington Asset Investment Corp","24.155","0","n/a","n/a","Finance","Finance/Investors Services","https://www.nasdaq.com/symbol/aiw",
"ARLO","Arlo Technologies, Inc.","19.95","0","n/a","2018","Consumer Non-Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/arlo",
"AHH","Armada Hoffler Properties, Inc.","15.71","710673945.53","n/a","2013","Finance","Real Estate","https://www.nasdaq.com/symbol/ahh",
"ARR","ARMOUR Residential REIT, Inc.","23.37","979860468.21","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/arr",
"ARR^A","ARMOUR Residential REIT, Inc.","25.4481","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr^a",
"ARR^B","ARMOUR Residential REIT, Inc.","24.95","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/arr^b",
"AFI","Armstrong Flooring, Inc.","15.91","409782939.83","n/a","2016","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/afi",
"AWI","Armstrong World Industries Inc","69.7","3613543109.8","n/a","n/a","Consumer Non-Durables","Plastic Products","https://www.nasdaq.com/symbol/awi",
"ARW","Arrow Electronics, Inc.","76.82","6730910324.08","n/a","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/arw",
"AJG","Arthur J. Gallagher & Co.","71.59","13073193080","n/a","n/a","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/ajg",
"APAM","Artisan Partners Asset Management Inc.","34.35","2644525468.35","n/a","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/apam",
"ASA","ASA Gold and Precious Metals Limited","9.59","184990188.95","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asa",
"ABG","Asbury Automotive Group Inc","74.5","1516290677.5","n/a","2002","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/abg",
"ASX","ASE Technology Holding Co., Ltd.","4.94","10478118097.72","n/a","2018","Technology","Semiconductors","https://www.nasdaq.com/symbol/asx",
"ASGN","ASGN Incorporated","92.1","4817214609.6","n/a","1992","Technology","Professional Services","https://www.nasdaq.com/symbol/asgn",
"AHT","Ashford Hospitality Trust Inc","6.52","643108806.4","n/a","2003","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/aht",
"AHT^D","Ashford Hospitality Trust Inc","25.95","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^d",
"AHT^F","Ashford Hospitality Trust Inc","23.66","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^f",
"AHT^G","Ashford Hospitality Trust Inc","23.71","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^g",
"AHT^H","Ashford Hospitality Trust Inc","23.8","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^h",
"AHT^I","Ashford Hospitality Trust Inc","23.88","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/aht^i",
"ASH","Ashland Global Holdings Inc.","85.72","5349174445","n/a","n/a","Consumer Durables","Specialty Chemicals","https://www.nasdaq.com/symbol/ash",
"APB","Asia Pacific Fund, Inc. (The)","13.59","140575938.48","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/apb",
"ASPN","Aspen Aerogels, Inc.","4.73","112963056.69","n/a","2014","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/aspn",
"AHL","Aspen Insurance Holdings Limited","37.25","2222067768.5","n/a","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ahl",
"AHL^C","Aspen Insurance Holdings Limited","25.75","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahl^c",
"AHL^D","Aspen Insurance Holdings Limited","24.59","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ahl^d",
"ASB","Associated Banc-Corp","27.25","4689558448","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/asb",
"ASB^C","Associated Banc-Corp","26.09","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb^c",
"ASB^D","Associated Banc-Corp","24.8932","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/asb^d",
"AC","Associated Capital Group, Inc.","35.3","815686383.9","n/a","2015","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/ac",
"AIZ","Assurant, Inc.","106.46","6716543727.64","n/a","2004","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/aiz",
"AIZP","Assurant, Inc.","114.38","0","n/a","n/a","Finance","Accident &Health Insurance","https://www.nasdaq.com/symbol/aizp",
"AGO","Assured Guaranty Ltd.","39","4380140544","n/a","2004","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/ago",
"AGO^B","Assured Guaranty Ltd.","25.8762","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago^b",
"AGO^E","Assured Guaranty Ltd.","25.471","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago^e",
"AGO^F","Assured Guaranty Ltd.","24.99","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ago^f",
"AZN","Astrazeneca PLC","38.87","98470446766.12","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/azn",
"HOME","At Home Group Inc.","34.01","2137516256.4","n/a","2016","Consumer Services","Home Furnishings","https://www.nasdaq.com/symbol/home",
"T","AT&T Inc.","32.4","235256400000","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/t",
"TBB","AT&T Inc.","24.69","0","n/a","2017","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/tbb",
"ATTO","Atento S.A.","6.3","465627052.8","n/a","2014","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/atto",
"ATH","Athene Holding Ltd.","49.61","9912857075.44","n/a","2016","Finance","Life Insurance","https://www.nasdaq.com/symbol/ath",
"ATKR","Atkore International Group Inc.","25.84","1203570222.8","n/a","2016","Miscellaneous","Industrial Machinery/Components","https://www.nasdaq.com/symbol/atkr",
"AT","Atlantic Power Corporation","2.1","236165766.9","n/a","n/a","Energy","Electric Utilities: Central","https://www.nasdaq.com/symbol/at",
"ATO","Atmos Energy Corporation","91.96","10213506041.64","n/a","n/a","Public Utilities","Oil/Gas Transmission","https://www.nasdaq.com/symbol/ato",
"AUO","AU Optronics Corp","4.45","4282789073.95","n/a","2002","Technology","Semiconductors","https://www.nasdaq.com/symbol/auo",
"ATHM","Autohome Inc.","95.64","11203351467.84","n/a","2013","Technology","EDP Services","https://www.nasdaq.com/symbol/athm",
"ALV","Autoliv, Inc.","99.37","8655777078.54","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","https://www.nasdaq.com/symbol/alv",
"AN","AutoNation, Inc.","48.35","4392298648.65","n/a","n/a","Consumer Durables","Automotive Aftermarket","https://www.nasdaq.com/symbol/an",
"AZO","AutoZone, Inc.","729.91","19295973751","n/a","n/a","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/azo",
"AVLR","Avalara, Inc.","42.21","2742864176.43","n/a","2018","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/avlr",
"AVB","AvalonBay Communities, Inc.","179.09","24751816678.35","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/avb",
"AGR","Avangrid, Inc.","50.38","15567685603.36","n/a","2015","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/agr",
"AVNS","Avanos Medical, Inc.","65.75","3091337242","n/a","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/avns",
"AVYA","Avaya Holdings Corp.","19.96","2191555066.08","n/a","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/avya",
"AVY","Avery Dennison Corporation","112.29","9884988301.23","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/avy",
"AVH","Avianca Holdings S.A.","6.03","751479168.33","n/a","2013","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/avh",
"AVA","Avista Corporation","50.7","3329442889.5","n/a","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/ava",
"AVP","Avon Products, Inc.","1.78","786190960.7","n/a","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://www.nasdaq.com/symbol/avp",
"AVX","AVX Corporation","20.33","3426202437.71","n/a","n/a","Capital Goods","Electrical Products","https://www.nasdaq.com/symbol/avx",
"EQH","AXA Equitable Holdings, Inc.","21.59","12111990000","n/a","2018","Finance","Specialty Insurers","https://www.nasdaq.com/symbol/eqh",
"AXTA","Axalta Coating Systems Ltd.","30.37","7306807041.14","n/a","2014","Basic Industries","Paints/Coatings","https://www.nasdaq.com/symbol/axta",
"AXS","Axis Capital Holdings Limited","54.48","4552130880","n/a","2003","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/axs",
"AXS^D","Axis Capital Holdings Limited","25.16","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/axs^d",
"AXS^E","Axis Capital Holdings Limited","24.78","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/axs^e",
"AZUL","Azul S.A.","19.32","2166103898.28","n/a","2017","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/azul",
"AZRE","Azure Power Global Limited","15.87","412571310.84","n/a","2016","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/azre",
"AZZ","AZZ Inc.","54.1","1408034028.7","n/a","n/a","Consumer Durables","Building Products","https://www.nasdaq.com/symbol/azz",
"BGS","B&G Foods, Inc.","31.05","2067716376","n/a","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/bgs",
"BW","Babcock","1.73","291743487.42","n/a","2015","Capital Goods","Building Products","https://www.nasdaq.com/symbol/bw",
"BGH","Babson Global Short Duration High Yield Fund","19.28","386715328.72","n/a","2012","n/a","n/a","https://www.nasdaq.com/symbol/bgh",
"BMI","Badger Meter, Inc.","52.85","1538652808.7","n/a","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/bmi",
"BHGE","Baker Hughes, a GE company","35.18","39150840689.08","n/a","2017","Energy","Metal Fabrications","https://www.nasdaq.com/symbol/bhge",
"BBN","BalckRock Taxable Municipal Bond Trust","22.01","1257263737.87","n/a","2010","n/a","n/a","https://www.nasdaq.com/symbol/bbn",
"BLL","Ball Corporation","41.74","14577278643.5","n/a","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/bll",
"BANC","Banc of California, Inc.","19.9","1006832161.9","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/banc",
"BANC^C","Banc of California, Inc.","26.06","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc^c",
"BANC^D","Banc of California, Inc.","26.16","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc^d",
"BANC^E","Banc of California, Inc.","26.3","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/banc^e",
"BBVA","Banco Bilbao Viscaya Argentaria S.A.","6.98","46448738046.04","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bbva",
"BBD","Banco Bradesco Sa","8.27","60891493918.92","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbd",
"BBDO","Banco Bradesco Sa","7.54","52987347941.58","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bbdo",
"BCH","Banco De Chile","92.77","16071636961.96","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bch",
"BLX","Banco Latinoamericano de Comercio Exterior, S.A.","24.05","953293900","n/a","1992","Finance","Commercial Banks","https://www.nasdaq.com/symbol/blx",
"BSMX","Banco Santander (Mexico), S.A., Institucion de Ban","8.53","11578612369.63","n/a","2012","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsmx",
"BSBR","Banco Santander Brasil SA","9.79","73196902790","n/a","2009","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsbr",
"BSAC","Banco Santander Chile","31.8","14981467048.8","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/bsac",
"SAN","Banco Santander, S.A.","5.44","87780675486.08","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/san",
"SAN^B","Banco Santander, S.A.","23.57","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/san^b",
"CIB","BanColombia S.A.","45.76","11003300880","n/a","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/cib",
"BXS","BancorpSouth Bank","33.75","3335932957.5","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bxs",
"BAC","Bank of America Corporation","31.51","315500782779.75","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bac",
"BAC.WS.A","Bank of America Corporation","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac.ws.a",
"BAC.WS.B","Bank of America Corporation","n/a","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac.ws.b",
"BAC^A","Bank of America Corporation","25.96","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^a",
"BAC^B","Bank of America Corporation","25.94","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^b",
"BAC^C","Bank of America Corporation","26.04","0","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bac^c",
